Version,App,Cost,Bins,Infs,Time,Size,AllocHW,AllocBW,Change,Change_num
binpack,speakToMe,230.9327,4,318301,0.057183669999999964,128,"{'n78': 38, 'n6': 92, 'n61': 4, 'n113': 200}","{('n6', 'n113'): 8.4, ('n78', 'n6'): 8.0, ('n78', 'n10'): 4.0, ('n6', 'n78'): 1.6, ('n61', 'n6'): 1.0, ('n113', 'n61'): 2.0, ('n113', 'n78'): 2.4000000000000004, ('n2', 'n6'): 2.0}",12.3006,72.1132
binpack_num,speakToMe,86.05130000000001,2,171136,0.034255729999999984,128,"{'n78': 38, 'n94': 296}","{('n78', 'n94'): 8.0, ('n78', 'n10'): 4.0, ('n94', 'n78'): 4.0, ('n2', 'n94'): 2.0}",-135.3558,25.1613
ortools,speakToMe,202.5267,5,23712,3.086,128,"{'n115': 34, 'n120': 44, 'n13': 4, 'n45': 202, 'n27': 50}","{('n120', 'n45'): 9.4, ('n115', 'n120'): 6.4, ('n115', 'n27'): 1.6, ('n115', 'n10'): 4.0, ('n13', 'n115'): 1.6, ('n115', 'n13'): 1.6, ('n45', 'n115'): 4.0, ('n45', 'n120'): 2.0, ('n2', 'n120'): 2.0}",0.0,68.2019
ortools_num,speakToMe,64.3997,8,214796,20.347,128,"{'n101': 28, 'n125': 30, 'n33': 20, 'n80': 4, 'n106': 2, 'n13': 50, 'n90': 100, 'n65': 100}","{('n101', 'n90'): 6.4, ('n125', 'n101'): 10.4, ('n101', 'n13'): 1.6, ('n125', 'n10'): 4.0, ('n80', 'n125'): 1.6, ('n125', 'n80'): 1.6, ('n106', 'n125'): 1.6, ('n101', 'n106'): 1.0, ('n65', 'n101'): 4.4, ('n33', 'n65'): 2.0, ('n2', 'n33'): 2.0}",-214.4839,0.0
binpack_num,speakToMe,86.05130000000001,2,526211,0.10975039900000005,256,"{'n200': 38, 'n95': 296}","{('n200', 'n95'): 8.0, ('n200', 'n3'): 4.0, ('n95', 'n200'): 4.0, ('n0', 'n95'): 2.0}",-135.3558,25.1613
ortools,speakToMe,202.5267,6,87724,10.151,256,"{'n122': 34, 'n177': 40, 'n147': 54, 'n230': 4, 'n50': 2, 'n43': 200}","{('n177', 'n43'): 8.4, ('n122', 'n177'): 6.4, ('n122', 'n147'): 1.6, ('n122', 'n3'): 4.0, ('n230', 'n122'): 1.6, ('n122', 'n230'): 1.6, ('n50', 'n122'): 1.6, ('n147', 'n50'): 1.0, ('n43', 'n147'): 2.0, ('n43', 'n122'): 2.4000000000000004, ('n0', 'n177'): 2.0}",0.0,68.2019
ortools_num,speakToMe,64.3997,10,855564,94.949,256,"{'n34': 2, 'n151': 20, 'n9': 30, 'n55': 4, 'n208': 2, 'n113': 20, 'n254': 4, 'n18': 52, 'n230': 100, 'n15': 100}","{('n151', 'n230'): 6.4, ('n9', 'n151'): 6.4, ('n34', 'n18'): 1.0, ('n9', 'n34'): 4.0, ('n9', 'n3'): 4.0, ('n254', 'n9'): 1.6, ('n9', 'n254'): 1.6, ('n18', 'n9'): 1.6, ('n55', 'n18'): 1.0, ('n15', 'n55'): 2.0, ('n208', 'n18'): 0.6000000000000001, ('n15', 'n208'): 2.4000000000000004, ('n113', 'n15'): 2.0, ('n0', 'n113'): 2.0}",-214.4839,0.0
binpack_num,speakToMe,86.05130000000001,2,1781896,0.4150474690000001,512,"{'n13': 38, 'n228': 296}","{('n13', 'n228'): 8.0, ('n13', 'n12'): 4.0, ('n228', 'n13'): 4.0, ('n8', 'n228'): 2.0}",-135.3558,25.1613
binpack,speakToMe,209.64350000000005,4,3721045,0.7998017049999997,512,"{'n399': 8, 'n100': 92, 'n13': 30, 'n416': 204}","{('n100', 'n416'): 8.4, ('n13', 'n100'): 6.4, ('n399', 'n100'): 1.6, ('n13', 'n399'): 5.6, ('n13', 'n12'): 4.0, ('n399', 'n13'): 1.6, ('n100', 'n13'): 1.6, ('n416', 'n100'): 1.0, ('n416', 'n399'): 2.4000000000000004, ('n8', 'n100'): 2.0}",3.3947,69.2813
ortools,speakToMe,202.5267,6,338192,47.194,512,"{'n25': 34, 'n397': 40, 'n230': 54, 'n455': 4, 'n493': 2, 'n243': 200}","{('n397', 'n243'): 8.4, ('n25', 'n397'): 6.4, ('n25', 'n230'): 1.6, ('n25', 'n12'): 4.0, ('n455', 'n25'): 1.6, ('n25', 'n455'): 1.6, ('n493', 'n25'): 1.6, ('n230', 'n493'): 1.0, ('n243', 'n230'): 2.0, ('n243', 'n25'): 2.4000000000000004, ('n8', 'n397'): 2.0}",0.0,68.2019
ortools_num,speakToMe,64.3997,10,3415052,595.883,512,"{'n461': 2, 'n429': 20, 'n443': 32, 'n61': 4, 'n474': 20, 'n189': 4, 'n192': 2, 'n506': 50, 'n20': 100, 'n112': 100}","{('n429', 'n20'): 6.4, ('n443', 'n429'): 6.4, ('n461', 'n506'): 1.0, ('n443', 'n461'): 4.0, ('n443', 'n12'): 4.0, ('n189', 'n443'): 1.6, ('n443', 'n189'): 1.6, ('n192', 'n443'): 1.6, ('n61', 'n192'): 1.0, ('n112', 'n61'): 2.0, ('n443', 'n506'): 0.6000000000000001, ('n112', 'n443'): 2.4000000000000004, ('n474', 'n112'): 2.0, ('n8', 'n474'): 2.0}",-214.4839,0.0
