Version,App,Cost,Bins,Infs,Time,Size,AllocHW,AllocBW,Change
binpack.pl,distSecurity,159.86,5,1248625,0.146663088,64,"{'n17': 2, 'n32': 5, 'n47': 10, 'n13': 20, 'n55': 50}","{('n17', 'n55'): 2.5, ('n32', 'n17'): 1.0, ('n55', 'n32'): 5.0, ('n47', 'n55'): 1.0, ('n47', 'n32'): 0.5, ('n13', 'n47'): 1.5, ('n7', 'n13'): 1.6, ('n8', 'n13'): 1.6, ('n3', 'n55'): 3.2}",0.0
ortools,distSecurity,159.86,4,2376,0.096,64,"{'n17': 2, 'n3': 55, 'n47': 10, 'n11': 20}","{('n17', 'n3'): 2.5, ('n3', 'n17'): 1.0, ('n47', 'n3'): 1.5, ('n11', 'n47'): 1.5, ('n7', 'n11'): 1.6, ('n8', 'n11'): 1.6}",0.0
ortools_num,distSecurity,21.733,2,29318,1.8,64,"{'n7': 7, 'n23': 80}","{('n7', 'n23'): 4.1, ('n23', 'n7'): 5.5, ('n8', 'n23'): 1.6, ('n3', 'n23'): 3.2}",-635.5634288869462
binpack_num.pl,distSecurity,21.7392,2,107207,0.027659815000000004,128,"{'n55': 12, 'n127': 75}","{('n55', 'n127'): 4.0, ('n127', 'n55'): 2.5, ('n1', 'n127'): 1.6, ('n7', 'n127'): 1.6, ('n4', 'n127'): 1.6, ('n5', 'n127'): 1.6}",-635.35364686833
binpack.pl,distSecurity,229.37,3,178597,0.03977414700000004,128,"{'n84': 2, 'n83': 75, 'n120': 10}","{('n84', 'n83'): 2.5, ('n83', 'n84'): 1.0, ('n120', 'n83'): 1.5, ('n83', 'n120'): 1.5, ('n1', 'n83'): 1.6, ('n7', 'n83'): 1.6, ('n4', 'n83'): 1.6, ('n5', 'n83'): 1.6}",30.304747787417707
ortools,distSecurity,159.86,4,7318,0.292,128,"{'n94': 2, 'n40': 55, 'n25': 10, 'n14': 20}","{('n94', 'n40'): 2.5, ('n40', 'n94'): 1.0, ('n25', 'n40'): 1.5, ('n14', 'n25'): 1.5, ('n1', 'n14'): 1.6, ('n7', 'n14'): 1.6, ('n4', 'n40'): 1.6, ('n5', 'n40'): 1.6}",0.0
ortools_num,distSecurity,21.733,2,115974,5.521,128,"{'n46': 7, 'n7': 80}","{('n46', 'n7'): 2.5, ('n7', 'n46'): 5.5, ('n1', 'n7'): 1.6, ('n4', 'n7'): 1.6, ('n5', 'n7'): 1.6}",-635.5634288869462
binpack_num.pl,distSecurity,21.7392,2,273166,0.08747949399999999,256,"{'n132': 12, 'n110': 75}","{('n132', 'n110'): 4.0, ('n110', 'n132'): 2.5, ('n0', 'n110'): 1.6, ('n10', 'n110'): 1.6, ('n4', 'n110'): 1.6, ('n5', 'n110'): 1.6}",-635.35364686833
binpack.pl,distSecurity,159.86,5,5857644,0.7717319739999999,256,"{'n177': 2, 'n26': 5, 'n39': 10, 'n79': 20, 'n47': 50}","{('n177', 'n47'): 2.5, ('n26', 'n177'): 1.0, ('n47', 'n26'): 5.0, ('n39', 'n47'): 1.0, ('n39', 'n26'): 0.5, ('n79', 'n39'): 1.5, ('n0', 'n79'): 1.6, ('n10', 'n79'): 1.6, ('n4', 'n47'): 1.6, ('n5', 'n47'): 1.6}",0.0
ortools,distSecurity,159.86,4,25423,1.647,256,"{'n129': 2, 'n205': 55, 'n136': 10, 'n95': 20}","{('n129', 'n205'): 2.5, ('n205', 'n129'): 1.0, ('n136', 'n205'): 1.5, ('n95', 'n136'): 1.5, ('n0', 'n95'): 1.6, ('n10', 'n95'): 1.6, ('n4', 'n205'): 1.6, ('n5', 'n205'): 1.6}",0.0
ortools_num,distSecurity,21.733,2,461318,20.279,256,"{'n78': 7, 'n39': 80}","{('n78', 'n39'): 2.5, ('n39', 'n78'): 5.5, ('n0', 'n39'): 1.6, ('n10', 'n39'): 1.6, ('n4', 'n39'): 1.6, ('n5', 'n39'): 1.6}",-635.5634288869462
binpack_num.pl,distSecurity,21.7392,2,847035,0.34452629199999985,512,"{'n280': 12, 'n199': 75}","{('n280', 'n199'): 4.0, ('n199', 'n280'): 2.5, ('n7', 'n199'): 3.2, ('n1', 'n199'): 1.6, ('n2', 'n199'): 1.6}",-635.35364686833
binpack.pl,distSecurity,159.86,4,13073445,1.9415518029999999,512,"{'n292': 2, 'n72': 55, 'n351': 10, 'n126': 20}","{('n292', 'n72'): 2.5, ('n72', 'n292'): 1.0, ('n351', 'n72'): 1.5, ('n126', 'n351'): 1.5, ('n7', 'n126'): 1.6, ('n1', 'n126'): 1.6, ('n7', 'n72'): 1.6, ('n2', 'n72'): 1.6}",0.0
ortools,distSecurity,159.86,4,108290,8.381,512,"{'n150': 2, 'n145': 55, 'n351': 10, 'n42': 20}","{('n150', 'n145'): 2.5, ('n145', 'n150'): 1.0, ('n351', 'n145'): 1.5, ('n42', 'n351'): 1.5, ('n7', 'n42'): 1.6, ('n1', 'n42'): 1.6, ('n7', 'n145'): 1.6, ('n2', 'n145'): 1.6}",0.0
ortools_num,distSecurity,21.733,2,1840134,79.702,512,"{'n110': 7, 'n153': 80}","{('n110', 'n153'): 2.5, ('n153', 'n110'): 5.5, ('n7', 'n153'): 3.2, ('n1', 'n153'): 1.6, ('n2', 'n153'): 1.6}",-635.5634288869462
binpack_num.pl,distSecurity,21.7392,2,45929,0.009612249,16,"{'n15': 12, 'n1': 75}","{('n15', 'n1'): 4.0, ('n1', 'n15'): 2.5, ('n6', 'n1'): 1.6, ('n4', 'n1'): 1.6, ('n8', 'n1'): 1.6, ('n0', 'n1'): 1.6}"
ortools_num,distSecurity,21.733,2,1958,0.336,16,"{'n14': 7, 'n1': 80}","{('n14', 'n1'): 2.5, ('n1', 'n14'): 5.5, ('n6', 'n1'): 1.6, ('n4', 'n1'): 1.6, ('n8', 'n1'): 1.6, ('n0', 'n1'): 1.6}"
binpack.pl,distSecurity,259.58000000000004,2,48891,0.010221205000000004,32,"{'n19': 12, 'n17': 75}","{('n19', 'n17'): 4.0, ('n17', 'n19'): 2.5, ('n6', 'n17'): 3.2, ('n7', 'n17'): 1.6, ('n3', 'n17'): 1.6}",2.189822746775869e-14
ortools_num,distSecurity,21.733,2,7494,0.701,32,"{'n7': 7, 'n26': 80}","{('n7', 'n26'): 4.1, ('n26', 'n7'): 5.5, ('n6', 'n26'): 3.2, ('n3', 'n26'): 1.6}",-1094.404822159849
binpack_num.pl,distSecurity,21.7392,2,49762,0.010577218,32,"{'n25': 12, 'n23': 75}","{('n25', 'n23'): 4.0, ('n23', 'n25'): 2.5, ('n6', 'n23'): 3.2, ('n7', 'n23'): 1.6, ('n3', 'n23'): 1.6}",-1094.0641789946271
ortools,distSecurity,259.58,2,542,0.025,32,"{'n19': 12, 'n17': 75}","{('n19', 'n17'): 4.0, ('n17', 'n19'): 2.5, ('n6', 'n17'): 3.2, ('n7', 'n17'): 1.6, ('n3', 'n17'): 1.6}",0.0
binpack_num.pl,distSecurity,21.7392,2,63996,0.013716704999999996,64,"{'n30': 12, 'n3': 75}","{('n30', 'n3'): 4.0, ('n3', 'n30'): 2.5, ('n0', 'n3'): 1.6, ('n7', 'n3'): 1.6, ('n4', 'n3'): 1.6, ('n6', 'n3'): 1.6}",-955.0986236844042
binpack.pl,distSecurity,229.37,4,62216,0.014419528000000001,64,"{'n51': 2, 'n7': 25, 'n23': 10, 'n19': 50}","{('n51', 'n19'): 2.5, ('n7', 'n51'): 1.0, ('n19', 'n7'): 5.0, ('n23', 'n19'): 1.0, ('n23', 'n7'): 0.5, ('n7', 'n23'): 1.5, ('n0', 'n7'): 1.6, ('n4', 'n19'): 1.6, ('n6', 'n19'): 1.6}",0.0
ortools,distSecurity,229.37,3,2496,0.115,64,"{'n47': 2, 'n45': 75, 'n23': 10}","{('n47', 'n45'): 2.5, ('n45', 'n47'): 1.0, ('n23', 'n45'): 1.5, ('n45', 'n23'): 1.5, ('n0', 'n45'): 1.6, ('n7', 'n45'): 1.6, ('n4', 'n45'): 1.6, ('n6', 'n45'): 1.6}",0.0
ortools_num,distSecurity,21.733,2,29318,1.927,64,"{'n45': 7, 'n39': 80}","{('n45', 'n39'): 2.5, ('n39', 'n45'): 5.5, ('n0', 'n39'): 1.6, ('n7', 'n39'): 1.6, ('n4', 'n39'): 1.6, ('n6', 'n39'): 1.6}",-955.3996226935996
binpack_num.pl,distSecurity,21.7392,2,104672,0.027464309999999992,128,"{'n3': 12, 'n9': 75}","{('n3', 'n9'): 5.6, ('n9', 'n3'): 2.5, ('n5', 'n9'): 3.2, ('n10', 'n9'): 1.6}",-635.35364686833
binpack.pl,distSecurity,159.86,5,2900012,0.348127419,128,"{'n64': 2, 'n47': 5, 'n97': 10, 'n69': 20, 'n102': 50}","{('n64', 'n102'): 2.5, ('n47', 'n64'): 1.0, ('n102', 'n47'): 5.0, ('n97', 'n102'): 1.0, ('n97', 'n47'): 0.5, ('n69', 'n97'): 1.5, ('n5', 'n69'): 3.2, ('n3', 'n102'): 1.6, ('n10', 'n102'): 1.6}",0.0
ortools,distSecurity,159.86,5,7120,0.437,128,"{'n61': 2, 'n115': 5, 'n51': 10, 'n88': 20, 'n105': 50}","{('n61', 'n105'): 2.5, ('n115', 'n61'): 1.0, ('n105', 'n115'): 5.0, ('n51', 'n105'): 1.0, ('n51', 'n115'): 0.5, ('n88', 'n51'): 1.5, ('n5', 'n88'): 3.2, ('n3', 'n105'): 1.6, ('n10', 'n105'): 1.6}",0.0
ortools_num,distSecurity,21.733,2,115974,5.696,128,"{'n115': 7, 'n96': 80}","{('n115', 'n96'): 2.5, ('n96', 'n115'): 5.5, ('n5', 'n96'): 3.2, ('n3', 'n96'): 1.6, ('n10', 'n96'): 1.6}",-635.5634288869462
binpack_num.pl,distSecurity,21.7392,2,251617,0.0877296540000001,256,"{'n231': 12, 'n219': 75}","{('n231', 'n219'): 4.0, ('n219', 'n231'): 2.5, ('n5', 'n219'): 1.6, ('n4', 'n219'): 1.6, ('n3', 'n219'): 1.6, ('n0', 'n219'): 1.6}",-635.35364686833
binpack.pl,distSecurity,159.86,4,6816798,0.8786392930000001,256,"{'n121': 2, 'n183': 55, 'n231': 10, 'n160': 20}","{('n121', 'n183'): 2.5, ('n183', 'n121'): 1.0, ('n231', 'n183'): 1.5, ('n160', 'n231'): 1.5, ('n5', 'n160'): 1.6, ('n4', 'n160'): 1.6, ('n3', 'n183'): 1.6, ('n0', 'n183'): 1.6}",0.0
ortools,distSecurity,159.86,4,29132,1.552,256,"{'n39': 2, 'n105': 55, 'n184': 10, 'n26': 20}","{('n39', 'n105'): 2.5, ('n105', 'n39'): 1.0, ('n184', 'n105'): 1.5, ('n26', 'n184'): 1.5, ('n5', 'n26'): 1.6, ('n4', 'n26'): 1.6, ('n3', 'n105'): 1.6, ('n0', 'n105'): 1.6}",0.0
ortools_num,distSecurity,21.733,2,461318,21.133,256,"{'n156': 7, 'n123': 80}","{('n156', 'n123'): 2.5, ('n123', 'n156'): 5.5, ('n5', 'n123'): 1.6, ('n4', 'n123'): 1.6, ('n3', 'n123'): 1.6, ('n0', 'n123'): 1.6}",-635.5634288869462
binpack_num.pl,distSecurity,21.7392,2,874221,0.34344245799999973,512,"{'n45': 12, 'n4': 75}","{('n45', 'n4'): 4.0, ('n4', 'n45'): 2.5, ('n3', 'n4'): 1.6, ('n5', 'n4'): 3.2, ('n6', 'n4'): 1.6}",-635.35364686833
binpack.pl,distSecurity,159.86,4,13606875,2.0031519099999997,512,"{'n324': 2, 'n292': 55, 'n479': 10, 'n115': 20}","{('n324', 'n292'): 2.5, ('n292', 'n324'): 1.0, ('n479', 'n292'): 1.5, ('n115', 'n479'): 1.5, ('n3', 'n115'): 1.6, ('n5', 'n115'): 1.6, ('n6', 'n292'): 1.6, ('n5', 'n292'): 1.6}",0.0
ortools,distSecurity,159.86,4,111059,8.87,512,"{'n145': 2, 'n336': 55, 'n214': 10, 'n327': 20}","{('n145', 'n336'): 2.5, ('n336', 'n145'): 1.0, ('n214', 'n336'): 1.5, ('n327', 'n214'): 1.5, ('n3', 'n327'): 1.6, ('n5', 'n327'): 1.6, ('n6', 'n336'): 1.6, ('n5', 'n336'): 1.6}",0.0
ortools_num,distSecurity,21.733,2,1840134,79.506,512,"{'n356': 7, 'n132': 80}","{('n356', 'n132'): 2.5, ('n132', 'n356'): 5.5, ('n3', 'n132'): 1.6, ('n5', 'n132'): 3.2, ('n6', 'n132'): 1.6}",-635.5634288869462
binpack_num.pl,arFarming,46.68682,2,56822,0.011124651,16,"{'n8': 26, 'n1': 68}","{('n1', 'n7'): 18.0, ('n8', 'n1'): 44.1, ('n1', 'n8'): 23.2, ('n8', 'n6'): 0.5, ('n8', 'n5'): 0.5, ('n6', 'n8'): 10.0, ('n5', 'n8'): 14.0, ('n4', 'n8'): 8.0}"
ortools_num,arFarming,184.801,2,3402,0.56,16,"{'n8': 80, 'n7': 14}","{('n8', 'n7'): 31.5, ('n8', 'n6'): 0.5, ('n8', 'n5'): 0.5, ('n6', 'n8'): 10.0, ('n5', 'n8'): 14.0, ('n1', 'n8'): 3.2, ('n4', 'n8'): 8.0}"
binpack_num.pl,arFarming,46.68682,2,64640,0.011836162,32,"{'n6': 26, 'n23': 68}","{('n23', 'n7'): 18.0, ('n6', 'n23'): 44.1, ('n23', 'n6'): 20.0, ('n6', 'n0'): 0.5, ('n6', 'n4'): 0.5, ('n0', 'n6'): 14.0, ('n4', 'n6'): 10.0, ('n8', 'n6'): 11.2, ('n1', 'n6'): 4.0}",-386.9704126346579
binpack.pl,arFarming,227.35098000000005,3,60711,0.011951941,32,"{'n19': 26, 'n17': 64, 'n20': 4}","{('n20', 'n7'): 18.0, ('n19', 'n20'): 10.0, ('n17', 'n20'): 2.0, ('n19', 'n17'): 34.1, ('n17', 'n19'): 20.0, ('n19', 'n0'): 0.5, ('n19', 'n4'): 0.5, ('n0', 'n19'): 14.0, ('n4', 'n19'): 10.0, ('n8', 'n19'): 11.2, ('n1', 'n19'): 4.0}",-8.796971075077332e-06
ortools,arFarming,227.351,3,1317,0.067,32,"{'n19': 26, 'n17': 64, 'n20': 4}","{('n20', 'n7'): 18.0, ('n19', 'n20'): 10.0, ('n17', 'n20'): 2.0, ('n19', 'n17'): 34.1, ('n17', 'n19'): 20.0, ('n19', 'n0'): 0.5, ('n19', 'n4'): 0.5, ('n0', 'n19'): 14.0, ('n4', 'n19'): 10.0, ('n8', 'n19'): 11.2, ('n1', 'n19'): 4.0}",0.0
ortools_num,arFarming,184.801,2,12938,1.653,32,"{'n3': 80, 'n11': 14}","{('n11', 'n7'): 18.0, ('n3', 'n11'): 31.5, ('n3', 'n0'): 0.5, ('n3', 'n4'): 0.5, ('n0', 'n3'): 14.0, ('n4', 'n3'): 10.0, ('n8', 'n3'): 11.2, ('n1', 'n3'): 4.0}",-23.024767181995777
binpack.pl,arFarming,238.13498000000004,3,81142,0.016417381999999994,64,"{'n51': 26, 'n7': 14, 'n19': 54}","{('n19', 'n5'): 18.0, ('n51', 'n19'): 27.6, ('n7', 'n19'): 2.0, ('n51', 'n7'): 16.5, ('n7', 'n51'): 20.0, ('n51', 'n0'): 0.5, ('n51', 'n3'): 0.5, ('n0', 'n51'): 10.0, ('n3', 'n51'): 14.0, ('n1', 'n51'): 4.0, ('n5', 'n51'): 4.0, ('n4', 'n51'): 3.2, ('n6', 'n51'): 4.0}",-8.398598118388508e-06
binpack_num.pl,arFarming,46.68682,2,88368,0.01672900599999999,64,"{'n51': 26, 'n3': 68}","{('n3', 'n5'): 18.0, ('n51', 'n3'): 44.6, ('n3', 'n51'): 34.0, ('n51', 'n0'): 0.5, ('n0', 'n51'): 10.0, ('n1', 'n51'): 4.0, ('n5', 'n51'): 4.0, ('n4', 'n51'): 3.2, ('n6', 'n51'): 4.0}",-410.06900876949857
ortools,arFarming,238.135,3,5368,0.638,64,"{'n47': 26, 'n45': 64, 'n19': 4}","{('n19', 'n5'): 18.0, ('n47', 'n19'): 10.0, ('n45', 'n19'): 2.0, ('n47', 'n45'): 34.1, ('n45', 'n47'): 20.0, ('n47', 'n0'): 0.5, ('n47', 'n3'): 0.5, ('n0', 'n47'): 10.0, ('n3', 'n47'): 14.0, ('n1', 'n47'): 4.0, ('n5', 'n47'): 4.0, ('n4', 'n47'): 3.2, ('n6', 'n47'): 4.0}",0.0
ortools_num,arFarming,184.801,2,50442,7.685,64,"{'n16': 80, 'n9': 14}","{('n9', 'n5'): 18.0, ('n16', 'n9'): 31.5, ('n16', 'n0'): 0.5, ('n16', 'n3'): 0.5, ('n0', 'n16'): 10.0, ('n3', 'n16'): 14.0, ('n1', 'n16'): 4.0, ('n5', 'n16'): 4.0, ('n4', 'n16'): 3.2, ('n6', 'n16'): 4.0}",-28.86023344029524
binpack.pl,arFarming,195.59782000000007,4,128457,0.032757850000000005,128,"{'n64': 3, 'n69': 14, 'n13': 23, 'n102': 54}","{('n102', 'n9'): 18.0, ('n13', 'n102'): 27.6, ('n69', 'n102'): 2.0, ('n64', 'n69'): 1.0, ('n13', 'n69'): 15.5, ('n69', 'n64'): 20.0, ('n13', 'n7'): 0.5, ('n13', 'n0'): 0.5, ('n7', 'n13'): 10.0, ('n0', 'n13'): 14.0, ('n8', 'n13'): 4.0, ('n1', 'n13'): 7.2, ('n9', 'n13'): 4.0}",5.519908146215576
binpack_num.pl,arFarming,46.68682,2,168962,0.034148681000000014,128,"{'n64': 26, 'n9': 68}","{('n64', 'n9'): 44.1, ('n9', 'n64'): 24.0, ('n64', 'n7'): 0.5, ('n64', 'n0'): 0.5, ('n7', 'n64'): 10.0, ('n0', 'n64'): 14.0, ('n8', 'n64'): 4.0, ('n1', 'n64'): 7.2}",-295.83120032591637
ortools,arFarming,184.801,5,18647,1.525,128,"{'n31': 26, 'n50': 4, 'n57': 4, 'n69': 10, 'n93': 50}","{('n57', 'n9'): 18.0, ('n31', 'n57'): 10.0, ('n69', 'n57'): 2.0, ('n31', 'n69'): 1.5, ('n50', 'n69'): 20.0, ('n50', 'n31'): 20.0, ('n31', 'n50'): 15.0, ('n31', 'n7'): 0.5, ('n31', 'n0'): 0.5, ('n31', 'n93'): 17.6, ('n7', 'n31'): 10.0, ('n0', 'n31'): 14.0, ('n8', 'n31'): 4.0, ('n1', 'n31'): 7.2, ('n9', 'n31'): 4.0}",0.0
ortools_num,arFarming,184.801,2,199178,26.876,128,"{'n12': 80, 'n96': 14}","{('n96', 'n9'): 18.0, ('n12', 'n96'): 31.5, ('n12', 'n7'): 0.5, ('n12', 'n0'): 0.5, ('n7', 'n12'): 10.0, ('n0', 'n12'): 14.0, ('n8', 'n12'): 4.0, ('n1', 'n12'): 7.2, ('n9', 'n12'): 4.0}",0.0
binpack.pl,arFarming,184.81382000000008,4,271761,0.09954075699999998,256,"{'n19': 26, 'n160': 14, 'n169': 4, 'n183': 50}","{('n169', 'n6'): 18.0, ('n19', 'n169'): 10.0, ('n160', 'n169'): 2.0, ('n19', 'n160'): 16.5, ('n160', 'n19'): 20.0, ('n19', 'n6'): 0.5, ('n19', 'n5'): 0.5, ('n19', 'n183'): 17.6, ('n6', 'n19'): 14.0, ('n5', 'n19'): 10.0, ('n0', 'n19'): 4.0, ('n1', 'n19'): 3.2, ('n4', 'n19'): 4.0, ('n7', 'n19'): 4.0}",0.006936710685429368
binpack_num.pl,arFarming,46.68682,2,436539,0.102889342,256,"{'n121': 26, 'n219': 68}","{('n219', 'n6'): 18.0, ('n121', 'n219'): 44.1, ('n219', 'n121'): 20.0, ('n121', 'n6'): 0.5, ('n121', 'n5'): 0.5, ('n6', 'n121'): 14.0, ('n5', 'n121'): 10.0, ('n0', 'n121'): 4.0, ('n1', 'n121'): 3.2, ('n4', 'n121'): 4.0, ('n7', 'n121'): 4.0}",-295.83120032591637
ortools,arFarming,184.801,5,61624,6.347,256,"{'n156': 26, 'n58': 4, 'n36': 4, 'n251': 10, 'n3': 50}","{('n36', 'n6'): 18.0, ('n156', 'n36'): 10.0, ('n251', 'n36'): 2.0, ('n156', 'n251'): 1.5, ('n58', 'n251'): 20.0, ('n58', 'n156'): 20.0, ('n156', 'n58'): 15.0, ('n156', 'n6'): 0.5, ('n156', 'n5'): 0.5, ('n156', 'n3'): 17.6, ('n6', 'n156'): 14.0, ('n5', 'n156'): 10.0, ('n0', 'n156'): 4.0, ('n1', 'n156'): 3.2, ('n4', 'n156'): 4.0, ('n7', 'n156'): 4.0}",0.0
ortools_num,arFarming,184.801,2,791562,377.081,256,"{'n212': 80, 'n206': 14}","{('n206', 'n6'): 18.0, ('n212', 'n206'): 31.5, ('n212', 'n6'): 0.5, ('n212', 'n5'): 0.5, ('n6', 'n212'): 14.0, ('n5', 'n212'): 10.0, ('n0', 'n212'): 4.0, ('n1', 'n212'): 3.2, ('n4', 'n212'): 4.0, ('n7', 'n212'): 4.0}",0.0
binpack_num.pl,arFarming,46.68682,2,1484757,0.400049831,512,"{'n324': 26, 'n4': 68}","{('n4', 'n3'): 18.0, ('n324', 'n4'): 44.1, ('n4', 'n324'): 32.0, ('n324', 'n1'): 0.5, ('n324', 'n0'): 0.5, ('n1', 'n324'): 10.0, ('n0', 'n324'): 10.0, ('n6', 'n324'): 7.2}",-295.83120032591637
binpack.pl,arFarming,184.81382000000008,4,924531,0.40089157099999984,512,"{'n324': 26, 'n115': 14, 'n363': 4, 'n292': 50}","{('n363', 'n3'): 18.0, ('n324', 'n363'): 10.0, ('n115', 'n363'): 2.0, ('n324', 'n115'): 16.5, ('n115', 'n324'): 20.0, ('n324', 'n1'): 0.5, ('n324', 'n0'): 0.5, ('n324', 'n292'): 17.6, ('n1', 'n324'): 10.0, ('n0', 'n324'): 10.0, ('n4', 'n324'): 12.0, ('n6', 'n324'): 7.2}",0.006936710685429368
ortools,arFarming,184.801,3,236126,34.325,512,"{'n9': 26, 'n284': 54, 'n94': 14}","{('n94', 'n3'): 18.0, ('n9', 'n94'): 11.5, ('n284', 'n94'): 20.0, ('n284', 'n9'): 20.0, ('n9', 'n284'): 32.6, ('n9', 'n1'): 0.5, ('n9', 'n0'): 0.5, ('n1', 'n9'): 10.0, ('n0', 'n9'): 10.0, ('n4', 'n9'): 12.0, ('n6', 'n9'): 7.2}",0.0
ortools_num,arFarming,184.801,2,3155978,1029.737,512,"{'n273': 80, 'n375': 14}","{('n375', 'n3'): 18.0, ('n273', 'n375'): 31.5, ('n273', 'n1'): 0.5, ('n273', 'n0'): 0.5, ('n1', 'n273'): 10.0, ('n0', 'n273'): 10.0, ('n4', 'n273'): 12.0, ('n6', 'n273'): 7.2}",0.0
binpack_num.pl,speakToMe,86.05130000000001,2,53651,0.010536832999999999,16,"{'n8': 38, 'n1': 296}","{('n8', 'n1'): 8.0, ('n8', 'n7'): 4.0, ('n1', 'n8'): 4.0, ('n7', 'n1'): 2.0}"
ortools_num,speakToMe,64.3997,5,3564,1.568,16,"{'n14': 2, 'n8': 76, 'n15': 104, 'n7': 102, 'n11': 50}","{('n8', 'n15'): 8.0, ('n14', 'n11'): 1.0, ('n8', 'n14'): 4.0, ('n8', 'n7'): 7.0, ('n15', 'n8'): 1.6, ('n7', 'n8'): 8.0, ('n8', 'n11'): 0.6000000000000001}"
binpack_num.pl,speakToMe,86.05130000000001,2,60597,0.011712032999999997,32,"{'n6': 38, 'n23': 296}","{('n6', 'n23'): 8.0, ('n6', 'n2'): 4.0, ('n23', 'n6'): 4.0, ('n3', 'n23'): 2.0}",-790.8856693623454
binpack.pl,speakToMe,773.5867000000002,4,64441,0.012189249,32,"{'n19': 38, 'n17': 92, 'n31': 4, 'n15': 200}","{('n17', 'n15'): 8.4, ('n19', 'n17'): 8.0, ('n19', 'n2'): 4.0, ('n17', 'n19'): 1.6, ('n31', 'n17'): 1.0, ('n15', 'n31'): 2.0, ('n15', 'n19'): 2.4000000000000004, ('n3', 'n17'): 2.0}",0.9007393741386952
ortools,speakToMe,766.6187,6,1391,0.054,32,"{'n19': 38, 'n7': 40, 'n16': 4, 'n23': 2, 'n24': 50, 'n15': 200}","{('n7', 'n15'): 8.4, ('n19', 'n7'): 6.4, ('n19', 'n24'): 1.6, ('n19', 'n2'): 4.0, ('n23', 'n19'): 1.6, ('n16', 'n23'): 1.0, ('n15', 'n16'): 2.0, ('n15', 'n19'): 2.4000000000000004, ('n3', 'n7'): 2.0}",0.0
ortools_num,speakToMe,64.3997,8,13772,1.207,32,"{'n4': 34, 'n21': 20, 'n14': 4, 'n17': 20, 'n10': 4, 'n18': 102, 'n8': 50, 'n0': 100}","{('n21', 'n0'): 6.4, ('n4', 'n21'): 6.4, ('n4', 'n8'): 1.6, ('n4', 'n2'): 4.0, ('n10', 'n4'): 1.6, ('n4', 'n10'): 1.6, ('n18', 'n4'): 4.0, ('n14', 'n18'): 1.0, ('n18', 'n14'): 2.0, ('n17', 'n18'): 2.0, ('n3', 'n17'): 2.0}",-1090.4072534499387
binpack.pl,speakToMe,209.63030000000003,5,125547,0.02153564899999999,64,"{'n23': 8, 'n25': 46, 'n51': 30, 'n19': 50, 'n3': 200}","{('n25', 'n3'): 8.4, ('n51', 'n25'): 6.4, ('n23', 'n19'): 1.6, ('n51', 'n23'): 5.6, ('n51', 'n3'): 4.0, ('n23', 'n51'): 1.6, ('n25', 'n51'): 1.6, ('n3', 'n25'): 2.0, ('n3', 'n23'): 2.4000000000000004, ('n2', 'n25'): 2.0}",3.388632273101755
binpack_num.pl,speakToMe,86.05130000000001,2,90869,0.016606110000000007,64,"{'n51': 38, 'n3': 296}","{('n51', 'n3'): 12.0, ('n3', 'n51'): 4.0, ('n2', 'n3'): 2.0}",-135.3557703369966
ortools,speakToMe,202.5267,6,7527,0.648,64,"{'n47': 34, 'n45': 90, 'n29': 4, 'n23': 4, 'n58': 2, 'n27': 200}","{('n45', 'n27'): 8.4, ('n47', 'n45'): 8.0, ('n47', 'n3'): 4.0, ('n23', 'n47'): 1.6, ('n47', 'n23'): 1.6, ('n58', 'n47'): 1.6, ('n29', 'n58'): 1.0, ('n27', 'n29'): 2.0, ('n27', 'n47'): 2.4000000000000004, ('n2', 'n45'): 2.0}",0.0
ortools_num,speakToMe,64.3997,9,54156,4.824,64,"{'n5': 2, 'n12': 50, 'n47': 4, 'n37': 2, 'n10': 20, 'n55': 4, 'n23': 102, 'n32': 50, 'n58': 100}","{('n12', 'n23'): 6.4, ('n5', 'n32'): 1.0, ('n12', 'n5'): 4.0, ('n12', 'n3'): 4.0, ('n55', 'n12'): 1.6, ('n12', 'n55'): 1.6, ('n23', 'n12'): 1.6, ('n47', 'n23'): 1.0, ('n58', 'n47'): 2.0, ('n37', 'n32'): 0.6000000000000001, ('n58', 'n37'): 2.4000000000000004, ('n10', 'n58'): 2.0, ('n2', 'n10'): 2.0}",-214.48391840334665
binpack_num.pl,speakToMe,86.05130000000001,2,174524,0.0342383,128,"{'n64': 38, 'n9': 296}","{('n64', 'n9'): 12.0, ('n9', 'n64'): 4.0, ('n5', 'n9'): 2.0}",-135.3557703369966
binpack.pl,speakToMe,230.9327,4,284954,0.050387343,128,"{'n13': 38, 'n47': 46, 'n102': 50, 'n9': 200}","{('n47', 'n9'): 8.4, ('n13', 'n47'): 6.4, ('n13', 'n102'): 1.6, ('n13', 'n9'): 4.0, ('n47', 'n13'): 1.6, ('n9', 'n47'): 2.0, ('n9', 'n13'): 2.4000000000000004, ('n5', 'n47'): 2.0}",12.300553364681575
