Version,App,Cost,Bins,Infs,Time,Size,AllocHW,AllocBW,Change,Change_num
ortools,speakToMe,202.5267,5,5344,0.43,64,"{'n5': 34, 'n58': 40, 'n28': 54, 'n11': 4, 'n54': 202}","{('n58', 'n54'): 8.4, ('n5', 'n58'): 6.4, ('n5', 'n28'): 1.6, ('n5', 'n2'): 4.0, ('n11', 'n5'): 1.6, ('n5', 'n11'): 1.6, ('n54', 'n5'): 4.0, ('n28', 'n54'): 1.0, ('n54', 'n28'): 2.0, ('n4', 'n58'): 2.0}",0.0,68.2019
ortools_num,speakToMe,64.3997,9,54156,4.773,64,"{'n57': 2, 'n2': 20, 'n0': 34, 'n55': 2, 'n32': 20, 'n13': 4, 'n48': 102, 'n18': 50, 'n12': 100}","{('n2', 'n12'): 6.4, ('n0', 'n2'): 10.4, ('n57', 'n18'): 1.0, ('n0', 'n57'): 4.0, ('n13', 'n0'): 1.6, ('n0', 'n13'): 1.6, ('n48', 'n0'): 3.6, ('n0', 'n48'): 1.0, ('n55', 'n18'): 0.6000000000000001, ('n48', 'n55'): 2.4000000000000004, ('n32', 'n48'): 2.0, ('n4', 'n32'): 2.0}",-214.4839,0.0
binpack,speakToMe,209.64350000000005,4,277418,0.050004156999999994,128,"{'n13': 8, 'n36': 92, 'n105': 30, 'n123': 204}","{('n36', 'n123'): 8.4, ('n105', 'n36'): 6.4, ('n13', 'n36'): 1.6, ('n105', 'n13'): 5.6, ('n105', 'n3'): 4.0, ('n13', 'n105'): 1.6, ('n36', 'n105'): 1.6, ('n123', 'n36'): 1.0, ('n123', 'n13'): 2.4000000000000004, ('n0', 'n36'): 2.0}",3.3947,69.2813
binpack_num,speakToMe,86.05130000000001,2,163703,0.033632408,128,"{'n105': 38, 'n33': 296}","{('n105', 'n33'): 8.0, ('n105', 'n3'): 4.0, ('n33', 'n105'): 4.0, ('n0', 'n33'): 2.0}",-135.3558,25.1613
ortools,speakToMe,202.5267,6,23228,1.974,128,"{'n89': 34, 'n5': 40, 'n45': 54, 'n63': 4, 'n76': 2, 'n22': 200}","{('n5', 'n22'): 8.4, ('n89', 'n5'): 6.4, ('n89', 'n45'): 1.6, ('n89', 'n3'): 4.0, ('n63', 'n89'): 1.6, ('n89', 'n63'): 1.6, ('n76', 'n89'): 1.6, ('n45', 'n76'): 1.0, ('n22', 'n45'): 2.0, ('n22', 'n89'): 2.4000000000000004, ('n0', 'n5'): 2.0}",0.0,68.2019
ortools_num,speakToMe,64.3997,9,214796,15.854,128,"{'n64': 2, 'n46': 20, 'n97': 34, 'n70': 2, 'n71': 20, 'n85': 4, 'n87': 102, 'n13': 50, 'n21': 100}","{('n46', 'n21'): 6.4, ('n97', 'n46'): 6.4, ('n64', 'n13'): 1.0, ('n97', 'n64'): 4.0, ('n97', 'n3'): 4.0, ('n85', 'n97'): 1.6, ('n97', 'n85'): 1.6, ('n87', 'n97'): 3.6, ('n97', 'n87'): 1.0, ('n70', 'n13'): 0.6000000000000001, ('n87', 'n70'): 2.4000000000000004, ('n71', 'n87'): 2.0, ('n0', 'n71'): 2.0}",-214.4839,0.0
binpack,speakToMe,230.9327,3,1032108,0.19856587199999998,256,"{'n19': 38, 'n220': 96, 'n159': 200}","{('n220', 'n159'): 8.4, ('n19', 'n220'): 8.0, ('n19', 'n2'): 4.0, ('n220', 'n19'): 1.6, ('n159', 'n220'): 2.0, ('n159', 'n19'): 2.4000000000000004, ('n5', 'n220'): 2.0}",12.3006,72.1132
binpack_num,speakToMe,86.05130000000001,2,524939,0.11111227300000004,256,"{'n19': 38, 'n171': 296}","{('n19', 'n171'): 8.0, ('n19', 'n2'): 4.0, ('n171', 'n19'): 4.0, ('n5', 'n171'): 2.0}",-135.3558,25.1613
ortools,speakToMe,202.5267,5,89101,8.11,256,"{'n119': 34, 'n38': 44, 'n227': 4, 'n159': 202, 'n114': 50}","{('n38', 'n159'): 9.4, ('n119', 'n38'): 6.4, ('n119', 'n114'): 1.6, ('n119', 'n2'): 4.0, ('n227', 'n119'): 1.6, ('n119', 'n227'): 1.6, ('n159', 'n119'): 4.0, ('n159', 'n38'): 2.0, ('n5', 'n38'): 2.0}",0.0,68.2019
ortools_num,speakToMe,64.3997,9,855564,74.791,256,"{'n212': 2, 'n180': 50, 'n45': 4, 'n18': 2, 'n43': 20, 'n236': 6, 'n209': 50, 'n199': 100, 'n53': 100}","{('n180', 'n199'): 6.4, ('n212', 'n209'): 1.0, ('n180', 'n212'): 4.0, ('n180', 'n2'): 4.0, ('n236', 'n180'): 3.2, ('n180', 'n236'): 1.6, ('n45', 'n236'): 1.0, ('n53', 'n45'): 2.0, ('n18', 'n209'): 0.6000000000000001, ('n53', 'n18'): 2.4000000000000004, ('n43', 'n53'): 2.0, ('n5', 'n43'): 2.0}",-214.4839,0.0
binpack_num,speakToMe,86.05130000000001,2,1576153,0.3980835739999997,512,"{'n144': 38, 'n190': 296}","{('n144', 'n190'): 8.0, ('n144', 'n7'): 4.0, ('n190', 'n144'): 4.0, ('n8', 'n190'): 2.0}",-135.3558,25.1613
binpack,speakToMe,230.9327,3,3268621,0.7578473969999995,512,"{'n144': 38, 'n310': 96, 'n30': 200}","{('n310', 'n30'): 8.4, ('n144', 'n310'): 8.0, ('n144', 'n7'): 4.0, ('n310', 'n144'): 1.6, ('n30', 'n310'): 2.0, ('n30', 'n144'): 2.4000000000000004, ('n8', 'n310'): 2.0}",12.3006,72.1132
ortools,speakToMe,202.5267,7,325711,40.606,512,"{'n465': 34, 'n282': 40, 'n328': 4, 'n184': 4, 'n378': 2, 'n33': 50, 'n430': 200}","{('n282', 'n430'): 8.4, ('n465', 'n282'): 6.4, ('n465', 'n33'): 1.6, ('n465', 'n7'): 4.0, ('n184', 'n465'): 1.6, ('n465', 'n184'): 1.6, ('n378', 'n465'): 1.6, ('n328', 'n378'): 1.0, ('n430', 'n328'): 2.0, ('n430', 'n465'): 2.4000000000000004, ('n8', 'n282'): 2.0}",0.0,68.2019
ortools_num,speakToMe,64.3997,3,3415052,539.064,512,"{'n231': 8, 'n393': 70, 'n481': 256}","{('n393', 'n481'): 10.0, ('n231', 'n481'): 2.6, ('n393', 'n231'): 4.0, ('n393', 'n7'): 4.0, ('n481', 'n393'): 3.2, ('n481', 'n231'): 4.4, ('n8', 'n393'): 2.0}",-214.4839,0.0
